temperature,air_pressure,same_day_rain,next_day_rain,relative_humidity,wind_direction,wind_speed,cloud_height,cloud_density,month,day,daylight,lightning,air_quality
cold,increasing,dry,dry,low,north,high,high,high,december,saturday,cloudy,no_lightning,bad
medium,increasing,dry,dry,high,west,no_wind,no_cloud,no_cloud,december,wednesday,sunny,no_lightning,bad
high,decreasing,deluge,deluge,high,north,low,high,low,july,thursday,cloudy,no_lightning,medium
cold,increasing,dry,dry,high,east,no_wind,no_cloud,no_cloud,february,sunday,sunny,no_lightning,bad
medium,increasing,dry,dry,low,north,low,no_cloud,no_cloud,september,thursday,sunny,no_lightning,bad
cold,increasing,drizzle,dry,low,east,high,low,low,september,sunday,cloudy,no_lightning,bad
cold,increasing,dry,dry,high,south,no_wind,no_cloud,no_cloud,february,thursday,sunny,low,bad
medium,increasing,dry,dry,high,east,no_wind,low,high,september,tuesday,cloudy,no_lightning,bad
high,decreasing,drizzle,drizzle,low,west,high,low,low,august,wednesday,sunny,high,bad
high,decreasing,dry,deluge,high,west,low,no_cloud,no_cloud,august,friday,sunny,low,bad
high,increasing,dry,dry,low,west,low,low,high,june,wednesday,cloudy,no_lightning,bad
high,increasing,dry,dry,high,south,low,high,high,july,monday,cloudy,no_lightning,bad
medium,decreasing,drizzle,drizzle,low,west,high,low,high,may,sunday,cloudy,no_lightning,bad
medium,decreasing,dry,drizzle,low,south,low,low,high,july,thursday,cloudy,no_lightning,bad
high,increasing,dry,dry,high,south,low,no_cloud,no_cloud,july,monday,sunny,no_lightning,bad
cold,decreasing,drizzle,drizzle,low,south,low,high,low,october,thursday,cloudy,no_lightning,bad
high,decreasing,deluge,deluge,high,west,no_wind,low,low,august,saturday,cloudy,low,medium
cold,increasing,dry,dry,high,north,no_wind,no_cloud,no_cloud,january,wednesday,sunny,no_lightning,bad
high,increasing,drizzle,dry,high,north,high,high,high,august,wednesday,cloudy,no_lightning,bad
cold,decreasing,dry,drizzle,low,east,no_wind,no_cloud,no_cloud,september,saturday,sunny,no_lightning,bad
medium,increasing,dry,dry,low,west,no_wind,high,low,may,wednesday,sunny,no_lightning,bad
high,decreasing,drizzle,drizzle,low,east,low,low,low,august,wednesday,sunny,high,bad
cold,increasing,dry,dry,low,south,low,low,low,march,tuesday,cloudy,no_lightning,bad
high,increasing,deluge,dry,high,east,no_wind,high,high,august,saturday,cloudy,low,medium
medium,increasing,dry,dry,high,west,no_wind,no_cloud,no_cloud,november,sunday,sunny,no_lightning,bad
medium,decreasing,deluge,deluge,high,south,low,high,high,february,saturday,cloudy,no_lightning,bad
medium,increasing,drizzle,dry,high,east,high,low,high,january,monday,cloudy,no_lightning,bad
cold,increasing,dry,dry,low,south,high,no_cloud,no_cloud,may,thursday,sunny,low,bad
cold,decreasing,dry,drizzle,low,south,high,low,low,december,thursday,sunny,no_lightning,bad
cold,decreasing,deluge,deluge,high,north,low,high,high,march,thursday,cloudy,no_lightning,bad
cold,decreasing,drizzle,drizzle,low,west,high,high,high,november,wednesday,cloudy,no_lightning,bad
medium,decreasing,dry,deluge,high,north,no_wind,no_cloud,no_cloud,november,wednesday,sunny,no_lightning,good
cold,decreasing,drizzle,deluge,high,east,high,high,low,november,thursday,sunny,no_lightning,bad
cold,increasing,dry,drizzle,high,west,low,no_cloud,no_cloud,january,saturday,sunny,no_lightning,bad
medium,increasing,dry,dry,low,west,high,low,high,july,friday,sunny,no_lightning,bad
medium,increasing,dry,dry,high,west,no_wind,no_cloud,no_cloud,september,saturday,sunny,no_lightning,bad
medium,decreasing,dry,deluge,high,east,high,no_cloud,no_cloud,november,friday,sunny,no_lightning,bad
medium,increasing,dry,dry,low,west,no_wind,no_cloud,no_cloud,april,sunday,sunny,no_lightning,bad
high,increasing,dry,dry,high,east,no_wind,no_cloud,no_cloud,august,monday,sunny,no_lightning,bad
medium,increasing,drizzle,dry,low,north,high,high,low,may,tuesday,sunny,no_lightning,bad
high,increasing,dry,dry,low,east,no_wind,no_cloud,no_cloud,august,tuesday,sunny,low,bad
medium,increasing,drizzle,dry,high,east,low,low,high,may,sunday,sunny,no_lightning,bad
high,increasing,dry,dry,low,north,high,no_cloud,no_cloud,july,tuesday,sunny,no_lightning,good
high,decreasing,dry,deluge,high,south,no_wind,low,high,july,sunday,cloudy,no_lightning,bad
cold,decreasing,deluge,deluge,high,south,high,low,high,october,tuesday,cloudy,no_lightning,bad
medium,increasing,drizzle,dry,high,south,no_wind,high,high,june,friday,cloudy,no_lightning,bad
medium,decreasing,dry,drizzle,low,north,low,high,low,january,monday,cloudy,no_lightning,medium
cold,decreasing,drizzle,drizzle,low,north,low,high,low,april,thursday,sunny,no_lightning,bad
cold,decreasing,dry,drizzle,low,north,no_wind,low,low,october,thursday,cloudy,no_lightning,bad
medium,decreasing,dry,deluge,high,east,low,no_cloud,no_cloud,july,thursday,sunny,no_lightning,bad
cold,increasing,dry,dry,low,west,no_wind,no_cloud,no_cloud,march,friday,sunny,no_lightning,bad
cold,increasing,dry,dry,low,east,no_wind,low,high,december,saturday,cloudy,no_lightning,bad
cold,increasing,drizzle,dry,high,west,low,high,high,october,monday,cloudy,no_lightning,bad
high,decreasing,deluge,drizzle,high,south,no_wind,high,low,august,tuesday,sunny,no_lightning,bad
medium,increasing,drizzle,dry,high,east,no_wind,high,high,december,sunday,cloudy,no_lightning,good
medium,decreasing,dry,deluge,low,south,no_wind,no_cloud,no_cloud,april,monday,sunny,no_lightning,bad
cold,increasing,dry,dry,low,south,low,low,low,december,sunday,cloudy,low,bad
high,decreasing,dry,deluge,high,west,low,no_cloud,no_cloud,july,wednesday,sunny,no_lightning,bad
high,decreasing,deluge,deluge,high,south,no_wind,high,low,august,friday,cloudy,no_lightning,good
medium,increasing,dry,dry,high,south,no_wind,high,high,october,sunday,cloudy,no_lightning,bad
cold,decreasing,drizzle,drizzle,low,east,low,high,high,april,sunday,cloudy,no_lightning,bad
medium,decreasing,dry,deluge,low,south,high,no_cloud,no_cloud,may,wednesday,sunny,no_lightning,bad
medium,increasing,dry,dry,high,north,low,no_cloud,no_cloud,june,monday,sunny,no_lightning,bad
cold,decreasing,dry,deluge,high,west,low,no_cloud,no_cloud,october,monday,sunny,no_lightning,bad
high,increasing,dry,dry,low,west,no_wind,no_cloud,no_cloud,august,monday,sunny,no_lightning,bad
cold,increasing,deluge,dry,high,north,high,low,low,march,friday,sunny,no_lightning,bad
medium,increasing,dry,dry,low,north,low,high,low,april,thursday,sunny,no_lightning,bad
high,decreasing,deluge,deluge,high,south,no_wind,high,low,august,wednesday,cloudy,no_lightning,bad
medium,decreasing,drizzle,drizzle,low,north,low,high,low,september,tuesday,cloudy,no_lightning,bad
medium,increasing,dry,dry,low,west,low,high,low,may,tuesday,cloudy,no_lightning,bad
medium,decreasing,dry,drizzle,low,south,no_wind,high,low,may,wednesday,sunny,no_lightning,bad
medium,decreasing,drizzle,drizzle,low,south,high,low,high,april,tuesday,cloudy,no_lightning,bad
medium,increasing,drizzle,dry,high,south,no_wind,low,high,october,wednesday,cloudy,no_lightning,bad
medium,decreasing,dry,drizzle,low,south,low,no_cloud,no_cloud,february,thursday,sunny,no_lightning,bad
high,increasing,dry,dry,high,west,low,no_cloud,no_cloud,august,wednesday,sunny,no_lightning,bad
high,decreasing,deluge,deluge,high,north,low,high,high,july,saturday,cloudy,no_lightning,bad
cold,decreasing,dry,deluge,high,south,low,no_cloud,no_cloud,may,wednesday,sunny,no_lightning,bad
medium,decreasing,deluge,deluge,high,north,no_wind,low,low,december,wednesday,cloudy,no_lightning,bad
high,increasing,drizzle,dry,high,north,no_wind,low,high,august,friday,cloudy,no_lightning,bad
high,decreasing,dry,drizzle,low,south,no_wind,no_cloud,no_cloud,august,friday,sunny,no_lightning,bad
medium,decreasing,dry,drizzle,low,south,low,no_cloud,no_cloud,october,friday,sunny,no_lightning,bad
medium,increasing,dry,dry,low,south,high,high,high,september,monday,cloudy,no_lightning,bad
high,decreasing,deluge,deluge,high,north,low,high,high,august,saturday,cloudy,no_lightning,bad
cold,decreasing,dry,drizzle,low,south,low,low,low,january,monday,sunny,no_lightning,bad
high,decreasing,dry,deluge,high,east,high,no_cloud,no_cloud,august,friday,sunny,no_lightning,bad
cold,increasing,dry,drizzle,high,east,high,low,low,march,friday,sunny,no_lightning,bad
medium,decreasing,deluge,deluge,high,south,no_wind,low,low,march,thursday,sunny,no_lightning,bad
cold,increasing,dry,dry,high,south,low,no_cloud,no_cloud,february,sunday,sunny,no_lightning,bad
medium,decreasing,drizzle,drizzle,low,south,no_wind,low,low,january,sunday,sunny,no_lightning,bad
cold,decreasing,drizzle,drizzle,low,west,low,low,low,january,tuesday,sunny,no_lightning,bad
medium,decreasing,drizzle,drizzle,low,south,low,low,low,august,friday,cloudy,no_lightning,bad
cold,increasing,dry,dry,low,west,low,low,high,november,monday,cloudy,no_lightning,bad
cold,increasing,dry,dry,high,east,high,no_cloud,no_cloud,february,sunday,sunny,no_lightning,bad
high,decreasing,dry,deluge,high,west,low,no_cloud,no_cloud,august,wednesday,sunny,high,bad
medium,increasing,dry,dry,high,north,low,no_cloud,no_cloud,april,wednesday,sunny,no_lightning,bad
medium,increasing,dry,dry,low,west,no_wind,low,low,march,tuesday,sunny,no_lightning,bad
cold,decreasing,deluge,deluge,high,north,no_wind,high,high,september,saturday,cloudy,no_lightning,bad
cold,decreasing,drizzle,drizzle,low,north,high,high,high,march,friday,cloudy,no_lightning,bad
cold,decreasing,deluge,deluge,high,south,low,low,high,november,friday,cloudy,no_lightning,bad
medium,decreasing,deluge,drizzle,low,west,high,low,high,june,tuesday,cloudy,no_lightning,bad
cold,decreasing,drizzle,drizzle,low,north,no_wind,high,low,november,tuesday,sunny,no_lightning,bad
high,increasing,drizzle,dry,high,south,low,high,low,june,friday,cloudy,no_lightning,bad
high,decreasing,drizzle,drizzle,low,west,no_wind,high,high,june,wednesday,cloudy,no_lightning,bad
medium,decreasing,dry,deluge,high,west,high,no_cloud,no_cloud,march,monday,sunny,no_lightning,bad
cold,decreasing,drizzle,deluge,low,east,no_wind,high,high,february,thursday,cloudy,no_lightning,bad
medium,increasing,drizzle,drizzle,high,south,no_wind,high,low,december,friday,cloudy,no_lightning,medium
medium,decreasing,dry,drizzle,low,south,high,no_cloud,no_cloud,november,friday,sunny,no_lightning,bad
medium,increasing,deluge,dry,low,west,high,high,low,april,friday,sunny,no_lightning,bad
cold,decreasing,dry,deluge,high,west,high,no_cloud,no_cloud,april,thursday,sunny,no_lightning,bad
cold,increasing,dry,dry,low,south,high,low,high,may,wednesday,cloudy,no_lightning,bad
cold,increasing,drizzle,dry,high,east,no_wind,high,low,december,monday,cloudy,no_lightning,bad
high,increasing,dry,dry,low,north,high,high,high,july,saturday,cloudy,high,good
medium,decreasing,drizzle,drizzle,low,west,low,low,low,november,thursday,sunny,no_lightning,bad
medium,increasing,dry,dry,low,south,high,no_cloud,no_cloud,march,tuesday,sunny,no_lightning,bad
high,increasing,drizzle,dry,high,west,no_wind,low,low,june,friday,sunny,no_lightning,bad
high,increasing,dry,dry,low,south,low,high,high,july,friday,cloudy,high,bad
cold,increasing,dry,dry,low,east,no_wind,high,high,january,wednesday,cloudy,no_lightning,bad
cold,decreasing,dry,deluge,low,north,no_wind,high,high,january,saturday,cloudy,no_lightning,bad
medium,increasing,dry,dry,low,east,high,high,high,february,tuesday,cloudy,no_lightning,bad
medium,decreasing,drizzle,drizzle,low,east,low,high,low,december,saturday,sunny,no_lightning,bad
high,decreasing,dry,drizzle,low,west,high,no_cloud,no_cloud,august,wednesday,sunny,high,bad
cold,decreasing,deluge,deluge,high,east,low,high,high,december,saturday,cloudy,no_lightning,bad
medium,decreasing,dry,drizzle,low,south,high,no_cloud,no_cloud,march,sunday,sunny,no_lightning,bad
cold,decreasing,deluge,deluge,high,north,no_wind,low,high,february,sunday,cloudy,no_lightning,bad
high,decreasing,dry,drizzle,low,east,low,low,low,august,thursday,cloudy,no_lightning,bad
medium,increasing,drizzle,drizzle,high,south,low,low,low,february,wednesday,sunny,no_lightning,bad
cold,decreasing,deluge,deluge,high,west,low,low,high,may,saturday,cloudy,no_lightning,bad
high,decreasing,deluge,deluge,high,north,low,low,high,july,sunday,cloudy,no_lightning,bad
medium,decreasing,drizzle,deluge,low,south,high,low,low,november,thursday,sunny,no_lightning,bad
cold,decreasing,deluge,deluge,high,east,low,high,low,december,tuesday,sunny,no_lightning,bad
high,decreasing,dry,drizzle,low,west,high,no_cloud,no_cloud,august,friday,sunny,no_lightning,bad
high,decreasing,drizzle,drizzle,low,west,low,high,low,august,friday,cloudy,no_lightning,bad
medium,increasing,dry,dry,high,south,no_wind,no_cloud,no_cloud,april,wednesday,sunny,no_lightning,bad
high,increasing,drizzle,dry,high,east,high,low,low,august,monday,cloudy,low,bad
medium,increasing,deluge,dry,low,south,no_wind,low,high,september,tuesday,cloudy,no_lightning,bad
medium,increasing,drizzle,dry,high,south,low,high,low,april,saturday,sunny,no_lightning,medium
medium,increasing,deluge,dry,low,north,low,high,high,march,tuesday,cloudy,no_lightning,bad
cold,increasing,dry,dry,low,north,high,no_cloud,no_cloud,december,thursday,sunny,no_lightning,bad
medium,decreasing,deluge,deluge,high,south,high,high,high,june,wednesday,cloudy,no_lightning,good
cold,increasing,drizzle,dry,high,east,no_wind,high,high,may,wednesday,cloudy,no_lightning,bad
cold,increasing,dry,dry,high,south,low,low,low,january,monday,cloudy,no_lightning,bad
cold,decreasing,dry,drizzle,low,south,no_wind,no_cloud,no_cloud,may,monday,sunny,no_lightning,bad
high,decreasing,deluge,drizzle,high,east,no_wind,high,high,august,tuesday,cloudy,no_lightning,bad
medium,increasing,dry,dry,high,north,high,no_cloud,no_cloud,november,thursday,sunny,no_lightning,bad
cold,decreasing,drizzle,drizzle,low,west,low,high,low,april,monday,cloudy,no_lightning,bad
high,decreasing,dry,deluge,high,north,no_wind,no_cloud,no_cloud,august,saturday,sunny,low,good
medium,decreasing,deluge,deluge,high,south,high,low,high,october,thursday,cloudy,no_lightning,good
high,increasing,dry,dry,low,north,no_wind,high,low,june,wednesday,cloudy,no_lightning,bad
medium,decreasing,drizzle,deluge,high,east,high,low,high,december,tuesday,cloudy,no_lightning,bad
cold,increasing,dry,dry,low,north,no_wind,no_cloud,no_cloud,april,tuesday,sunny,no_lightning,bad
medium,decreasing,dry,deluge,high,north,low,no_cloud,no_cloud,october,sunday,sunny,no_lightning,medium
cold,increasing,dry,dry,low,north,no_wind,low,low,march,thursday,cloudy,no_lightning,bad
medium,increasing,drizzle,dry,high,east,high,low,high,march,saturday,cloudy,no_lightning,bad
high,increasing,drizzle,dry,high,north,no_wind,high,high,june,monday,cloudy,no_lightning,bad
cold,decreasing,dry,drizzle,low,west,high,no_cloud,no_cloud,september,thursday,sunny,no_lightning,bad
cold,decreasing,dry,drizzle,low,east,high,no_cloud,no_cloud,april,thursday,sunny,no_lightning,bad
high,increasing,drizzle,dry,high,south,high,high,low,july,sunday,cloudy,no_lightning,medium
cold,decreasing,deluge,drizzle,high,south,high,low,low,december,wednesday,cloudy,no_lightning,bad
cold,decreasing,drizzle,drizzle,low,west,no_wind,low,high,january,sunday,cloudy,no_lightning,bad
high,increasing,dry,dry,high,west,high,no_cloud,no_cloud,august,wednesday,sunny,no_lightning,good
cold,decreasing,drizzle,drizzle,low,south,low,low,low,october,sunday,sunny,no_lightning,bad
medium,decreasing,dry,drizzle,low,west,low,no_cloud,no_cloud,april,tuesday,sunny,no_lightning,bad
high,decreasing,dry,deluge,high,north,low,no_cloud,no_cloud,august,tuesday,sunny,no_lightning,good
medium,decreasing,dry,deluge,high,west,no_wind,no_cloud,no_cloud,august,tuesday,sunny,no_lightning,bad
medium,increasing,deluge,dry,high,south,low,high,low,april,saturday,sunny,no_lightning,bad
high,decreasing,dry,deluge,high,west,no_wind,no_cloud,no_cloud,august,tuesday,sunny,high,bad
high,decreasing,dry,drizzle,low,east,low,no_cloud,no_cloud,august,thursday,sunny,no_lightning,bad
high,increasing,dry,dry,low,south,no_wind,no_cloud,no_cloud,august,wednesday,sunny,no_lightning,bad
medium,decreasing,drizzle,deluge,high,east,no_wind,high,high,november,sunday,cloudy,no_lightning,bad
cold,increasing,dry,dry,low,south,high,no_cloud,no_cloud,september,thursday,sunny,no_lightning,bad
medium,increasing,dry,dry,low,east,low,no_cloud,no_cloud,december,friday,sunny,no_lightning,bad
cold,increasing,dry,dry,low,east,high,high,high,september,friday,cloudy,no_lightning,bad
cold,increasing,dry,dry,low,south,no_wind,low,low,september,sunday,sunny,no_lightning,bad
medium,increasing,dry,dry,low,north,high,no_cloud,no_cloud,october,friday,sunny,no_lightning,bad
cold,decreasing,dry,drizzle,low,east,high,no_cloud,no_cloud,february,saturday,sunny,no_lightning,bad
medium,decreasing,dry,deluge,high,north,high,high,high,may,wednesday,cloudy,no_lightning,bad
medium,decreasing,deluge,deluge,high,south,low,low,low,april,sunday,sunny,no_lightning,bad
cold,decreasing,deluge,deluge,high,east,low,low,high,may,saturday,sunny,no_lightning,bad
cold,increasing,dry,dry,low,north,low,no_cloud,no_cloud,january,monday,sunny,no_lightning,bad
cold,decreasing,drizzle,drizzle,low,south,low,low,low,may,tuesday,cloudy,no_lightning,bad
high,decreasing,drizzle,drizzle,low,east,no_wind,low,low,july,wednesday,cloudy,high,medium
medium,increasing,drizzle,dry,high,south,low,high,low,december,wednesday,cloudy,no_lightning,bad
cold,decreasing,deluge,deluge,high,west,high,high,low,october,tuesday,sunny,no_lightning,bad
high,increasing,dry,dry,low,south,no_wind,no_cloud,no_cloud,july,thursday,sunny,no_lightning,bad
medium,decreasing,drizzle,drizzle,low,east,no_wind,low,high,november,sunday,cloudy,no_lightning,bad
medium,decreasing,dry,drizzle,low,south,low,no_cloud,no_cloud,august,friday,sunny,no_lightning,bad
